,690K,,729K,,742K,,761K,,777K,,797K,,815K,,840K,,867K,,893K
-14,7.5466,-14.6,5.8564,-15.314,5.268,-15.099,4.9597,-15.11,4.6564,-14.753,4.3629,-15.6,3.8039,-14.868,3.6276,-14.6,3.3267,-15,2.9154
-13.9,7.615,-14.501,5.9072,-15.232,5.3058,-15,5.0151,-15.028,4.6929,-14.699,4.3946,-15.572,3.8138,-14.792,3.6478,-14.5,3.3601,-14.9,2.9585
-13.804,7.6932,-14.5,5.9075,-15.154,5.3327,-14.9,5.0517,-15,4.7058,-14.6,4.428,-15.5,3.839,-14.66,3.6948,-14.5,3.3602,-14.813,2.9778
-13.705,7.7645,-14.401,5.9673,-15,5.3753,-14.8,5.0821,-14.899,4.7428,-14.5,4.4471,-15.401,3.8803,-14.589,3.7202,-14.403,3.385,-14.795,2.9803
-13.668,7.7964,-14.3,6.0208,-15,5.3754,-14.711,5.1259,-14.795,4.7695,-14.4,4.4743,-15.342,3.8953,-14.5,3.7471,-14.322,3.402,-14.7,2.9713
-13.55,7.902,-14.204,6.0622,-14.9,5.4137,-14.683,5.1374,-14.698,4.7959,-14.3,4.511,-15.238,3.9249,-14.4,3.7807,-14.207,3.4287,-14.6,2.9903
-13.459,7.9764,-14.101,6.11,-14.801,5.4628,-14.569,5.1758,-14.6,4.8351,-14.237,4.5429,-15.196,3.9381,-14.301,3.8169,-14.111,3.4672,-14.5,3.0429
-13.292,8.0916,-14,6.1516,-14.708,5.5147,-14.5,5.2002,-14.5,4.8845,-14.191,4.5647,-15.1,3.9794,-14.266,3.8254,-14.001,3.5051,-14.5,3.043
-13.191,8.1652,-14,6.1517,-14.66,5.5448,-14.423,5.2443,-14.4,4.9343,-14.096,4.5941,-15.004,4.0087,-14.112,3.8623,-14,3.5054,-14.4,3.0908
-13,8.3282,-13.9,6.2072,-14.591,5.5886,-14.303,5.3116,-14.299,4.987,-14,4.6369,-15,4.0097,-14.084,3.8719,-13.9,3.5517,-14.322,3.1084
-12.848,8.4564,-13.821,6.2581,-14.5,5.6307,-14.273,5.3242,-14.199,5.0349,-13.9,4.6977,-14.9,4.048,-14,3.9067,-13.803,3.5905,-14.293,3.1135
-12.743,8.5462,-13.749,6.2949,-14.4,5.6609,-14.169,5.3636,-14.099,5.0762,-13.8,4.7488,-14.8,4.0895,-13.9,3.9531,-13.7,3.6298,-14.2,3.1165
-12.653,8.6195,-13.662,6.3368,-14.3,5.6992,-14.088,5.3925,-14,5.1096,-13.7,4.7918,-14.703,4.1219,-13.793,4.0025,-13.6,3.6682,-14.1,3.1356
-12.503,8.7422,-13.592,6.374,-14.202,5.7555,-14,5.4331,-13.9,5.1606,-13.601,4.8457,-14.665,4.1303,-13.664,4.0659,-13.5,3.6794,-14.025,3.1678
-12.411,8.8444,-13.5,6.4372,-14.1,5.8173,-13.903,5.5139,-13.8,5.21,-13.543,4.8838,-14.518,4.1594,-13.585,4.0991,-13.4,3.7017,-14,3.1787
-12.358,8.9,-13.4,6.5141,-14,5.8587,-13.859,5.5413,-13.742,5.2303,-13.5,4.913,-14.5,4.1629,-13.5,4.1141,-13.301,3.7524,-13.901,3.212
-12.269,8.9876,-13.3,6.5793,-14,5.8588,-13.719,5.6053,-13.693,5.2495,-13.401,4.9463,-14.402,4.2191,-13.4,4.1332,-13.245,3.786,-13.8,3.2457
-12.101,9.1396,-13.2,6.6191,-13.9,5.9191,-13.686,5.6185,-13.599,5.3047,-13.33,4.9676,-14.3,4.2809,-13.302,4.1693,-13.189,3.8178,-13.702,3.2895
-12.003,9.2382,-13.1,6.67,-13.8,5.9784,-13.567,5.679,-13.5,5.3569,-13.245,5.0085,-14.273,4.2902,-13.204,4.2129,-13.1,3.8532,-13.659,3.3046
-12,9.2409,-13.008,6.7417,-13.713,6.0063,-13.5,5.7155,-13.4,5.4079,-13.156,5.0653,-14.195,4.3157,-13.101,4.2731,-13,3.8804,-13.575,3.3291
-11.9,9.3271,-13,6.7484,-13.661,6.0267,-13.4,5.7666,-13.299,5.4659,-13.09,5.1112,-14.095,4.3414,-13.018,4.3155,-13,3.8804,-13.5,3.3398
-11.8,9.4216,-12.9,6.8263,-13.591,6.0564,-13.3,5.8081,-13.2,5.5229,-13,5.1587,-14,4.3704,-13,4.3247,-12.9,3.9249,-13.4,3.378
-11.7,9.5328,-12.798,6.9065,-13.5,6.1013,-13.205,5.8732,-13.1,5.5723,-12.9,5.1905,-13.901,4.4178,-12.9,4.3692,-12.803,3.9728,-13.301,3.4272
-11.606,9.6554,-12.7,6.986,-13.4,6.1682,-13.12,5.9214,-13,5.6168,-12.8,5.2288,-13.859,4.4448,-12.844,4.388,-12.729,4.0038,-13.272,3.4325
-11.501,9.7863,-12.599,7.044,-13.3,6.2336,-13.072,5.945,-12.908,5.6694,-12.703,5.2724,-13.775,4.4942,-12.792,4.4073,-12.632,4.0473,-13.198,3.4461
-11.466,9.8242,-12.5,7.1041,-13.203,6.2956,-13,5.9772,-12.779,5.7438,-12.6,5.3261,-13.64,4.5497,-12.696,4.4593,-12.552,4.0866,-13.093,3.4915
-11.3,10,-12.4,7.1886,-13.117,6.3427,-12.901,6.0479,-12.69,5.7954,-12.508,5.3904,-13.522,4.599,-12.6,4.5115,-12.5,4.1132,-13,3.5344
-11.193,10.123,-12.279,7.2836,-13.003,6.4046,-12.8,6.1172,-12.592,5.8595,-12.5,5.3963,-13.5,4.6081,-12.5,4.5513,-12.401,4.1339,-12.9,3.5552
-11.081,10.255,-12.164,7.3767,-13,6.406,-12.71,6.1718,-12.5,5.9137,-12.401,5.4563,-13.4,4.6497,-12.5,4.5513,-12.331,4.1561,-12.809,3.6014
-11,10.351,-12.002,7.5045,-12.9,6.4874,-12.601,6.2415,-12.399,5.9859,-12.306,5.5064,-13.299,4.6962,-12.401,4.6111,-12.291,4.1711,-12.773,3.6242
-10.892,10.502,-12,7.5061,-12.8,6.5653,-12.557,6.2762,-12.3,6.0654,-12.28,5.5244,-13.2,4.7422,-12.303,4.669,-12.194,4.2298,-12.697,3.6741
-10.784,10.655,-11.9,7.5887,-12.733,6.6135,-12.5,6.3218,-12.2,6.1416,-12.198,5.5862,-13.099,4.8032,-12.267,4.6882,-12.1,4.2811,-12.584,3.7051
-10.699,10.766,-11.8,7.6561,-12.66,6.663,-12.4,6.3885,-12.101,6.2161,-12.1,5.6533,-13,4.8601,-12.185,4.7313,-12,4.3558,-12.5,3.7227
-10.543,10.948,-11.702,7.7315,-12.541,6.7405,-12.301,6.4439,-12.002,6.2859,-12,5.7027,-12.9,4.9079,-12.078,4.7852,-11.905,4.3997,-12.4,3.753
-10.401,11.114,-11.625,7.8068,-12.5,6.7683,-12.261,6.4746,-12,6.287,-12,5.7027,-12.833,4.9305,-12,4.8225,-11.87,4.4088,-12.303,3.7915
-10.378,11.148,-11.501,7.9247,-12.4,6.8287,-12.137,6.5696,-11.9,6.3509,-11.903,5.7552,-12.754,4.9662,-11.89,4.879,-11.795,4.4273,-12.258,3.8121
-10.292,11.277,-11.5,7.9258,-12.301,6.9077,-12.075,6.6133,-11.8,6.4068,-11.878,5.7732,-12.662,5.0184,-11.776,4.9386,-11.7,4.4869,-12.114,3.876
-10.2,11.432,-11.4,8.0149,-12.241,6.9693,-12,6.6601,-11.699,6.4903,-11.781,5.8435,-12.587,5.0619,-11.693,4.9817,-11.6,4.5601,-12.096,3.8845
-10.1,11.574,-11.3,8.1012,-12.178,7.029,-11.9,6.74,-11.6,6.5773,-11.697,5.9003,-12.5,5.0994,-11.501,5.1028,-11.5,4.6126,-12,3.9413
-10,11.714,-11.201,8.1943,-12.099,7.0896,-11.8,6.8308,-11.5,6.6475,-11.6,5.9516,-12.4,5.1474,-11.5,5.1033,-11.4,4.6603,-11.904,3.9826
-9.9001,11.868,-11.1,8.2918,-12,7.1479,-11.705,6.8978,-11.5,6.6475,-11.5,6.0294,-12.3,5.2079,-11.402,5.1564,-11.303,4.7118,-11.8,4.0273
-9.8011,12.031,-11,8.4027,-11.9,7.2088,-11.605,6.966,-11.4,6.7307,-11.5,6.0298,-12.203,5.2437,-11.377,5.1769,-11.211,4.7626,-11.771,4.0474
-9.6565,12.274,-11,8.4028,-11.8,7.2756,-11.568,6.9942,-11.3,6.8233,-11.4,6.1144,-12.187,5.2534,-11.294,5.248,-11.106,4.8248,-11.694,4.1003
-9.5427,12.469,-10.9,8.5146,-11.701,7.3753,-11.5,7.0463,-11.194,6.9141,-11.3,6.1858,-12.094,5.3186,-11.199,5.3142,-11.075,4.8406,-11.59,4.1486
-9.4647,12.606,-10.801,8.6072,-11.6,7.4782,-11.4,7.1276,-11.1,6.9973,-11.252,6.2277,-12,5.401,-11.1,5.365,-11,4.8776,-11.5,4.1902
-9.3592,12.797,-10.706,8.6925,-11.501,7.5669,-11.305,7.2278,-11,7.0751,-11.101,6.3621,-11.901,5.4561,-11,5.4367,-10.9,4.9524,-11.403,4.2599
-9.2249,13.043,-10.658,8.7441,-11.5,7.5676,-11.244,7.2855,-10.9,7.1613,-11.049,6.3983,-11.878,5.4738,-11,5.4368,-10.8,5.0322,-11.379,4.2712
-9.1011,13.285,-10.56,8.8581,-11.4,7.657,-11.109,7.4079,-10.8,7.2554,-11,6.4318,-11.791,5.5392,-10.901,5.5189,-10.753,5.0593,-11.299,4.3068
-9.0344,13.409,-10.5,8.9342,-11.3,7.7379,-11.081,7.4356,-10.702,7.3522,-10.9,6.5131,-11.693,5.6026,-10.809,5.6024,-10.601,5.161,-11.2,4.329
-9,13.473,-10.401,9.0499,-11.254,7.7838,-11,7.5186,-10.602,7.4575,-10.8,6.6182,-11.599,5.6538,-10.778,5.6259,-10.501,5.2375,-11.101,4.3684
-8.8887,13.687,-10.3,9.1674,-11.187,7.8493,-10.901,7.6039,-10.58,7.4769,-10.765,6.6417,-11.5,5.7233,-10.679,5.6917,-10.5,5.2381,-11.076,4.3854
-8.7895,13.888,-10.198,9.2808,-11.089,7.9388,-10.805,7.6925,-10.5,7.5475,-10.68,6.7004,-11.399,5.7957,-10.594,5.7444,-10.4,5.2987,-11,4.4391
-8.6965,14.1,-10.086,9.4224,-11,8.0128,-10.742,7.7536,-10.396,7.641,-10.598,6.7637,-11.287,5.8852,-10.5,5.8101,-10.358,5.3298,-10.9,4.5013
-8.5898,14.335,-10,9.5309,-10.9,8.1144,-10.661,7.8272,-10.292,7.7625,-10.5,6.8673,-11.182,5.9682,-10.4,5.901,-10.278,5.3946,-10.812,4.5418
-8.4892,14.542,-9.8997,9.6638,-10.805,8.2238,-10.598,7.881,-10.195,7.8818,-10.399,6.9646,-11.092,6.0362,-10.301,5.9882,-10.197,5.4732,-10.777,4.5657
-8.3882,14.76,-9.8,9.8068,-10.737,8.2984,-10.5,7.9986,-10.1,7.988,-10.294,7.0705,-11,6.1094,-10.224,6.0508,-10.099,5.5495,-10.693,4.6321
-8.2906,14.965,-9.7001,9.9344,-10.645,8.3996,-10.4,8.1247,-10,8.0835,-10.195,7.1584,-10.9,6.1955,-10.169,6.0937,-10,5.6114,-10.6,4.6945
-8.1992,15.172,-9.5997,10.069,-10.5,8.5599,-10.307,8.2137,-9.9006,8.1931,-10.099,7.2372,-10.8,6.2767,-10.084,6.1599,-9.9017,5.6866,-10.5,4.747
-8.0965,15.427,-9.5,10.2,-10.4,8.6794,-10.265,8.2591,-9.8342,8.2805,-10,7.3396,-10.719,6.335,-10,6.2281,-9.8159,5.763,-10.5,4.747
-8,15.658,-9.4002,10.34,-10.301,8.8046,-10.173,8.3625,-9.7001,8.4649,-9.8995,7.4422,-10.625,6.4223,-9.9014,6.3163,-9.7776,5.7957,-10.401,4.8259
-7.899,15.901,-9.3,10.49,-10.271,8.8368,-10.062,8.4886,-9.6033,8.5789,-9.7824,7.5828,-10.533,6.5118,-9.8656,6.3534,-9.6974,5.863,-10.32,4.8895
-7.7995,16.17,-9.1992,10.634,-10.191,8.9217,-10,8.5556,-9.5066,8.6918,-9.6893,7.6957,-10.5,6.5434,-9.7917,6.432,-9.6,5.9624,-10.272,4.9234
-7.6857,16.477,-9.0819,10.811,-10.095,9.0177,-9.8994,8.6664,-9.5,8.6995,-9.5935,7.8004,-10.402,6.6247,-9.6998,6.5362,-9.5002,6.05,-10.199,4.9726
-7.5905,16.741,-9,10.936,-10,9.1328,-9.7996,8.7874,-9.401,8.8478,-9.5,7.9139,-10.35,6.6756,-9.6,6.6238,-9.5,6.0501,-10.1,5.0295
-7.4874,17.035,-8.9004,11.1,-9.8995,9.2545,-9.7014,8.919,-9.3312,8.9413,-9.4003,8.0222,-10.2,6.8189,-9.504,6.7188,-9.4003,6.1153,-10.003,5.1037
-7.3914,17.302,-8.8042,11.273,-9.7999,9.3735,-9.6089,9.0587,-9.2822,9.0045,-9.3011,8.1503,-10.101,6.9161,-9.5,6.7228,-9.3767,6.143,-10,5.106
-7.2982,17.581,-8.7237,11.415,-9.7061,9.5038,-9.5748,9.108,-9.1976,9.1065,-9.2049,8.2697,-10.002,7.0106,-9.4023,6.8272,-9.2757,6.2647,-9.9016,5.2032
-7.1992,17.873,-8.6297,11.581,-9.6485,9.5834,-9.5,9.2145,-9.0902,9.265,-9.1335,8.372,-10,7.0124,-9.3239,6.9083,-9.1989,6.3591,-9.8844,5.2172
-7.1001,18.186,-8.5,11.817,-9.5655,9.6965,-9.4009,9.3298,-9,9.4062,-9.0864,8.4399,-9.9019,7.1204,-9.2867,6.9493,-9.0992,6.4547,-9.783,5.2976
-7.0001,18.521,-8.4003,11.984,-9.5,9.7836,-9.3313,9.4226,-8.9043,9.5329,-9,8.5601,-9.8123,7.226,-9.1281,7.1438,-9,6.5624,-9.6476,5.4021
-7,18.522,-8.298,12.171,-9.3902,9.9307,-9.2482,9.5381,-8.8014,9.6803,-8.9068,8.658,-9.7744,7.2663,-9.0804,7.2011,-8.9001,6.6692,-9.5743,5.4593
-6.8995,18.862,-8.1887,12.382,-9.2885,10.083,-9.186,9.6243,-8.7027,9.8281,-8.8408,8.7453,-9.6856,7.3578,-9,7.2922,-8.8234,6.7618,-9.5,5.5176
-6.7999,19.194,-8.0063,12.76,-9.191,10.225,-9.0972,9.7351,-8.6044,9.9832,-8.7005,8.9422,-9.5831,7.4784,-8.8998,7.4026,-8.7815,6.8147,-9.4007,5.6096
-6.6988,19.528,-8,12.773,-9.0927,10.359,-9,9.8704,-8.5385,10.099,-8.6008,9.0997,-9.5,7.5821,-8.7993,7.5231,-8.6826,6.9444,-9.3029,5.7125
-6.5808,19.954,-7.8994,12.994,-9,10.499,-8.9007,10.005,-8.5,10.167,-8.5575,9.1636,-9.3986,7.6987,-8.6997,7.6581,-8.598,7.0496,-9.2442,5.7792
-6.4721,20.366,-7.7999,13.215,-8.9001,10.663,-8.8534,10.076,-8.4,10.333,-8.5,9.2492,-9.3,7.8166,-8.599,7.7963,-8.5,7.1654,-9.1646,5.8634
-6.3275,20.946,-7.7,13.422,-8.7998,10.844,-8.7933,10.169,-8.301,10.515,-8.4018,9.3777,-9.2002,7.9599,-8.5,7.94,-8.4001,7.2787,-9.082,5.9405
-6.2604,21.22,-7.6008,13.653,-8.6987,11.034,-8.6977,10.343,-8.2001,10.707,-8.3731,9.4205,-9.1061,8.0949,-8.3998,8.0759,-8.3068,7.4064,-9,6.0138
-6.1385,21.726,-7.5,13.896,-8.6003,11.205,-8.5107,10.679,-8.1009,10.881,-8.2953,9.5394,-9.0591,8.1563,-8.2995,8.2071,-8.2034,7.5701,-8.9002,6.1095
-6.006,22.293,-7.3988,14.14,-8.5,11.381,-8.5,10.698,-8.0046,11.065,-8.1988,9.6999,-9,8.2331,-8.199,8.35,-8.1916,7.586,-8.8098,6.1959
-6,22.319,-7.2923,14.395,-8.3993,11.562,-8.3992,10.872,-8,11.073,-8.0998,9.8782,-8.8958,8.3613,-8.0992,8.5013,-8.0901,7.7139,-8.6801,6.3377
-5.9002,22.773,-7.1851,14.663,-8.299,11.735,-8.2021,11.229,-7.8996,11.269,-8.0007,10.044,-8.7978,8.4881,-8,8.6532,-8,7.8292,-8.5013,6.5531
-5.8182,23.142,-7.013,15.116,-8.1997,11.916,-8.1154,11.382,-7.8,11.464,-8,10.045,-8.6971,8.63,-8,8.6532,-7.9074,7.9649,-8.5,6.5547
-5.6987,23.702,-7,15.152,-8.0999,12.118,-8.0474,11.515,-7.7001,11.688,-7.9,10.216,-8.5979,8.7851,-7.8985,8.82,-7.8004,8.1252,-8.403,6.6693
-5.5993,24.198,-6.9,15.433,-8,12.333,-8,11.611,-7.6001,11.921,-7.8155,10.387,-8.5,8.9334,-7.798,8.9817,-7.7531,8.2068,-8.3722,6.7044
-5.4999,24.696,-6.8013,15.711,-7.8938,12.561,-7.8998,11.816,-7.5065,12.125,-7.7466,10.529,-8.4002,9.0864,-7.6994,9.1393,-7.6474,8.3965,-8.2941,6.7954
-5.4019,25.179,-6.7029,16.003,-7.7868,12.798,-7.7999,12.032,-7.5,12.139,-7.686,10.653,-8.301,9.2556,-7.5998,9.3141,-7.577,8.524,-8.1998,6.9205
-5.3031,25.693,-6.5991,16.33,-7.6915,13.018,-7.6983,12.251,-7.4007,12.354,-7.5001,11.025,-8.2171,9.375,-7.5,9.5022,-7.5,8.6571,-8.1,7.0509
-5.2783,25.834,-6.5,16.647,-7.5883,13.253,-7.5999,12.461,-7.3021,12.588,-7.5,11.025,-8.1551,9.4741,-7.4011,9.7152,-7.3987,8.8075,-8,7.193
-5.1843,26.379,-6.3807,17.021,-7.5,13.457,-7.5,12.694,-7.2021,12.838,-7.4027,11.236,-8.0947,9.5771,-7.3058,9.9186,-7.2998,8.9685,-7.8937,7.3476
-5.0852,26.948,-6.2633,17.404,-7.3992,13.698,-7.3963,12.95,-7.1407,12.989,-7.3751,11.293,-8,9.7585,-7.2821,9.9665,-7.2121,9.1348,-7.7246,7.56
-5,27.435,-6.1834,17.678,-7.1988,14.208,-7.2999,13.186,-7.0531,13.211,-7.2861,11.481,-7.9002,9.9479,-7.1927,10.145,-7.1124,9.3284,-7.6951,7.6001
-4.9005,28.031,-6.0906,18.026,-7.0715,14.54,-7.1999,13.421,-7,13.351,-7.1073,11.911,-7.8213,10.109,-7.088,10.351,-7.0049,9.5545,-7.5988,7.7662
-4.8001,28.673,-6,18.373,-7,14.733,-7.0891,13.699,-6.8999,13.624,-7.0769,11.98,-7.7695,10.209,-7,10.534,-7,9.5652,-7.5,7.9494
-4.6994,29.353,-5.9017,18.736,-6.8999,15.019,-7,13.931,-6.8013,13.883,-7,12.152,-7.6741,10.389,-6.9043,10.748,-6.9,9.7836,-7.4013,8.11
-4.5924,30.08,-5.8203,19.056,-6.7995,15.32,-6.8986,14.208,-6.7005,14.164,-6.8969,12.409,-7.5963,10.537,-6.8605,10.853,-6.7905,10.029,-7.3001,8.2793
-4.4913,30.791,-5.7305,19.424,-6.6987,15.625,-6.8002,14.487,-6.643,14.342,-6.8,12.672,-7.5,10.751,-6.781,11.049,-6.6965,10.25,-7.2001,8.4581
-4.3996,31.449,-5.6447,19.78,-6.5764,15.992,-6.7001,14.775,-6.5679,14.578,-6.7049,12.911,-7.3975,10.992,-6.695,11.271,-6.5969,10.48,-7.0999,8.6321
-4.3003,32.159,-5.5739,20.078,-6.5,16.229,-6.5995,15.07,-6.5,14.796,-6.6363,13.086,-7.2656,11.278,-6.598,11.516,-6.5,10.715,-7,8.8171
-4.2359,32.618,-5.5,20.392,-6.4,16.553,-6.5,15.38,-6.4001,15.109,-6.5433,13.332,-7.1856,11.46,-6.5,11.752,-6.4001,10.969,-6.8994,9.0117
-4.1496,33.242,-5.4,20.827,-6.3001,16.877,-6.3999,15.694,-6.3004,15.436,-6.5,13.45,-7.0433,11.814,-6.4022,12.022,-6.2998,11.23,-6.8001,9.2048
-4,34.358,-5.3109,21.25,-6.2006,17.228,-6.2997,16.014,-6.2013,15.781,-6.3999,13.731,-7,11.925,-6.3449,12.194,-6.2161,11.472,-6.7272,9.3588
-3.9313,34.86,-5.2003,21.802,-6.1244,17.521,-6.2005,16.354,-6.1041,16.116,-6.2998,14.041,-6.8998,12.189,-6.2023,12.614,-6.1055,11.798,-6.6881,9.4447
-3.8922,35.152,-5.1684,21.957,-6.0861,17.67,-6.1077,16.691,-6,16.494,-6.1999,14.366,-6.8,12.457,-6.1398,12.793,-6.0622,11.925,-6.5961,9.6607
-3.7996,35.879,-5.0745,22.418,-6,18.002,-6.0388,16.954,-6,16.494,-6.1002,14.693,-6.7029,12.732,-6.0589,13.031,-6,12.11,-6.5,9.8844
-3.7322,36.406,-5,22.79,-5.9009,18.376,-6,17.104,-5.9002,16.884,-6.0078,14.99,-6.6351,12.92,-6,13.21,-5.8963,12.429,-6.4011,10.102
-3.6933,36.708,-4.8999,23.309,-5.8018,18.755,-5.9021,17.482,-5.8035,17.26,-6,15.015,-6.5859,13.056,-5.8998,13.524,-5.7977,12.745,-6.3536,10.22
-3.5002,38.09,-4.8007,23.869,-5.6995,19.167,-5.8077,17.836,-5.7553,17.449,-5.8994,15.359,-6.5,13.281,-5.8018,13.867,-5.6987,13.086,-6.2001,10.62
-3.4416,38.564,-4.7007,24.445,-5.5996,19.603,-5.7539,18.035,-5.6732,17.779,-5.7884,15.776,-6.4086,13.567,-5.7129,14.176,-5.5978,13.431,-6.1059,10.884
-3.3723,39.128,-4.6402,24.79,-5.5,20.067,-5.692,18.27,-5.5884,18.136,-5.6935,16.146,-6.3332,13.823,-5.6889,14.264,-5.5,13.777,-6.0801,10.961
-3.2978,39.73,-4.5846,25.118,-5.4001,20.546,-5.5997,18.657,-5.5,18.527,-5.6,16.515,-6.2801,14.004,-5.535,14.869,-5.4022,14.153,-6,11.206
-3.2009,40.433,-4.5,25.649,-5.3014,21.026,-5.5001,19.107,-5.4147,18.93,-5.5105,16.869,-6.1976,14.282,-5.5,15.013,-5.32,14.474,-5.9044,11.485
-3.1766,40.601,-4.4,26.302,-5.2275,21.378,-5.5,19.108,-5.3037,19.472,-5.5,16.911,-6.0762,14.689,-5.4171,15.335,-5.2828,14.627,-5.8079,11.773
-3.0806,41.275,-4.32,26.822,-5.0997,22.007,-5.3962,19.585,-5.2849,19.563,-5.3999,17.32,-6,14.956,-5.3833,15.471,-5.1882,15.041,-5.725,12.029
-3,41.863,-4.1999,27.634,-5.0007,22.526,-5.2957,20.065,-5.1503,20.231,-5.2896,17.798,-5.8995,15.327,-5.2661,15.973,-5.098,15.461,-5.5913,12.462
-2.9805,41.994,-4.1084,28.291,-5,22.53,-5.194,20.562,-5.0029,21.015,-5.1905,18.248,-5.8012,15.712,-5.1102,16.687,-5,15.907,-5.5,12.79
-2.8996,42.544,-4.0415,28.784,-4.8989,23.088,-5.0939,21.084,-5,21.032,-5.0897,18.734,-5.7388,15.97,-5.0411,17.017,-4.9001,16.4,-5.4011,13.185
-2.8001,43.182,-4,29.098,-4.7997,23.669,-5,21.584,-4.9143,21.501,-5,19.197,-5.6634,16.289,-5,17.218,-4.8657,16.568,-5.358,13.347
-2.777,43.35,-3.9012,29.856,-4.7123,24.177,-4.9005,22.109,-4.7984,22.16,-4.9039,19.7,-5.564,16.721,-4.9127,17.644,-4.7449,17.178,-5.2897,13.609
-2.6993,43.92,-3.8014,30.631,-4.6014,24.855,-4.7996,22.674,-4.6999,22.741,-4.8001,20.271,-5.5,17.007,-4.8865,17.775,-4.6941,17.447,-5.1996,13.952
-2.6029,44.568,-3.7111,31.341,-4.5066,25.469,-4.7,23.271,-4.602,23.355,-4.7216,20.711,-5.403,17.437,-4.793,18.25,-4.5986,17.995,-5.1002,14.385
-2.5932,44.627,-3.6411,31.896,-4.5,25.513,-4.6228,23.744,-4.5023,24.021,-4.6895,20.893,-5.3015,17.906,-4.596,19.386,-4.5,18.599,-5.0303,14.692
-2.4989,45.173,-3.5811,32.384,-4.4069,26.126,-4.5794,24.014,-4.5,24.036,-4.5974,21.419,-5.1988,18.404,-4.5,19.984,-4.4545,18.88,-5,14.829
-2.3984,45.791,-3.5,33.068,-4.3024,26.837,-4.5,24.516,-4.4352,24.475,-4.5,22.01,-5.0999,18.922,-4.4179,20.514,-4.3557,19.513,-4.9386,15.106
-2.3006,46.398,-3.4629,33.37,-4.2681,27.082,-4.3969,25.198,-4.3594,25.009,-4.397,22.672,-5,19.485,-4.3881,20.709,-4.2543,20.199,-4.8682,15.442
-2.2899,46.452,-3.398,33.907,-4.1864,27.682,-4.2993,25.882,-4.2871,25.536,-4.3,23.318,-4.9001,20.074,-4.2982,21.305,-4.1987,20.593,-4.7972,15.802
-2.1995,46.907,-3.3006,34.651,-4.0793,28.504,-4.2155,26.48,-4.1993,26.184,-4.2507,23.648,-4.8298,20.49,-4.2003,21.999,-4.1013,21.292,-4.6982,16.303
-2.1092,47.286,-3.2821,34.8,-4,29.13,-4.1522,26.949,-4.1026,26.908,-4.1958,24.024,-4.7631,20.891,-4.1529,22.34,-4.0475,21.702,-4.6001,16.825
-2.0703,47.46,-3.1997,35.479,-3.9389,29.654,-4.046,27.773,-4.084,27.056,-4.0999,24.729,-4.6919,21.328,-4.0686,22.967,-4,22.075,-4.5722,16.986
-2,47.78,-3.1419,35.935,-3.898,30.01,-4,28.144,-4,27.744,-4.0573,25.058,-4.5998,21.924,-4,23.498,-3.9512,22.459,-4.5,17.416
-1.8999,48.246,-3,37.096,-3.8,30.793,-3.9477,28.559,-3.9049,28.55,-4,25.512,-4.5449,22.305,-3.9,24.315,-3.8811,23.031,-4.4599,17.657
-1.818,48.607,-2.9427,37.619,-3.7661,31.043,-3.891,29.018,-3.8768,28.787,-3.9329,26.039,-4.5,22.625,-3.8345,24.867,-3.7992,23.727,-4.3859,18.111
-1.7855,48.727,-2.8993,38.024,-3.6929,31.598,-3.7996,29.76,-3.797,29.473,-3.8955,26.339,-4.4599,22.906,-3.7826,25.316,-3.7204,24.433,-4.2998,18.649
-1.6997,48.965,-2.8279,38.58,-3.5933,32.424,-3.7191,30.421,-3.6995,30.314,-3.8004,27.115,-4.3923,23.39,-3.6966,26.075,-3.6948,24.669,-4.2457,19.017
-1.6443,49.037,-2.7789,38.971,-3.5,33.234,-3.6743,30.785,-3.632,30.894,-3.7254,27.744,-4.2991,24.064,-3.6019,26.937,-3.6011,25.54,-4.1881,19.424
-1.599,49.097,-2.6995,39.622,-3.4592,33.589,-3.5984,31.401,-3.5956,31.211,-3.6607,28.302,-4.2008,24.827,-3.5803,27.136,-3.5899,25.643,-4.1001,20.082
-1.5147,49.314,-2.6243,40.295,-3.3989,34.122,-3.5044,32.238,-3.502,32.017,-3.5966,28.868,-4.1538,25.204,-3.5,27.894,-3.5,26.489,-4.076,20.257
-1.44,49.494,-2.597,40.54,-3.2958,34.949,-3.5,32.279,-3.5,32.035,-3.5087,29.662,-4.009,26.427,-3.4811,28.069,-3.4347,27.128,-4,20.83
-1.3992,49.589,-2.5,41.288,-3.1995,35.757,-3.4286,32.961,-3.4289,32.66,-3.5,29.742,-4,26.506,-3.3926,28.911,-3.3911,27.567,-3.9136,21.508
-1.3265,49.616,-2.5,41.288,-3.1057,36.565,-3.398,33.258,-3.3911,32.997,-3.4724,29.98,-3.8997,27.416,-3.3,29.83,-3.3007,28.482,-3.8114,22.358
-1.274,49.628,-2.4002,42.085,-3.0753,36.823,-3.3079,34.033,-3.2906,33.897,-3.3934,30.679,-3.8363,28.007,-3.2357,30.488,-3.2839,28.655,-3.7905,22.538
-1.1997,49.637,-2.3802,42.243,-3,37.472,-3.298,34.118,-3.2234,34.517,-3.2986,31.568,-3.794,28.408,-3.1991,30.874,-3.2008,29.533,-3.6995,23.343
-1.1436,49.69,-2.2987,42.897,-2.9506,37.893,-3.2029,34.881,-3.1908,34.828,-3.2261,32.262,-3.6997,29.247,-3.1499,31.345,-3.1951,29.593,-3.6725,23.584
