,"690 K",,"728 K",,"759 K",,"854 K",,"866 K",,"899 K"
48.30000000,23.39700000,48.30000000,110.28000000,48.30000000,54.32100000,50.30000000,51.95000000,50.30000000,53.34300000,49.30000000,58.67700000
48.40000000,23.39700000,48.40000000,110.36000000,48.40000000,54.17300000,50.40000000,51.93100000,50.40000000,53.31400000,49.40000000,58.64100000
48.50000000,23.46300000,48.50000000,110.40000000,48.50000000,54.03400000,50.50000000,51.90600000,50.50000000,53.26600000,49.50000000,58.61500000
48.60000000,23.49800000,48.60000000,110.38000000,48.60000000,53.87800000,50.60000000,51.88000000,50.60000000,53.23100000,49.60000000,58.58800000
48.70000000,23.46100000,48.70000000,110.37000000,48.70000000,53.69800000,50.70000000,51.85300000,50.70000000,53.22000000,49.70000000,58.56400000
48.80000000,23.45600000,48.80000000,110.37000000,48.80000000,53.53500000,50.80000000,51.83900000,50.80000000,53.19800000,49.80000000,58.53500000
48.90000000,23.53000000,48.90000000,110.38000000,48.90000000,53.38200000,50.90000000,51.82600000,50.90000000,53.15000000,49.90000000,58.51000000
49.00000000,23.54400000,49.00000000,110.40000000,49.00000000,53.22400000,51.00000000,51.80400000,51.00000000,53.11800000,50.00000000,58.48800000
49.10000000,23.51600000,49.10000000,110.39000000,49.10000000,53.05500000,51.10000000,51.77700000,51.10000000,53.12300000,50.10000000,58.45600000
49.20000000,23.53500000,49.20000000,110.38000000,49.20000000,52.88300000,51.20000000,51.73800000,51.20000000,53.10100000,50.20000000,58.41400000
49.30000000,23.60000000,49.30000000,110.35000000,49.30000000,52.73300000,51.30000000,51.69700000,51.30000000,53.04300000,50.30000000,58.38600000
49.40000000,23.61000000,49.40000000,110.29000000,49.40000000,52.58400000,51.40000000,51.65900000,51.40000000,53.00000000,50.40000000,58.35400000
49.50000000,23.58400000,49.50000000,110.23000000,49.50000000,52.45000000,51.50000000,51.63600000,51.50000000,52.97100000,50.50000000,58.32300000
49.60000000,23.62400000,49.60000000,110.18000000,49.60000000,52.29700000,51.60000000,51.61400000,51.60000000,52.96500000,50.60000000,58.31400000
49.70000000,23.70200000,49.70000000,110.15000000,49.70000000,52.13400000,51.70000000,51.58500000,51.70000000,52.95500000,50.70000000,58.28300000
49.80000000,23.69700000,49.80000000,110.11000000,49.80000000,51.98400000,51.80000000,51.56600000,51.80000000,52.91900000,50.80000000,58.23900000
49.90000000,23.67200000,49.90000000,110.03000000,49.90000000,51.83600000,51.90000000,51.54800000,51.90000000,52.88000000,50.90000000,58.19700000
50.00000000,23.75000000,50.00000000,109.95000000,50.00000000,51.69400000,52.00000000,51.52800000,52.00000000,52.86100000,51.00000000,58.17000000
50.10000000,23.83300000,50.10000000,109.86000000,50.10000000,51.55200000,52.10000000,51.50400000,52.10000000,52.84700000,51.10000000,58.15600000
50.20000000,23.82000000,50.20000000,109.79000000,50.20000000,51.41000000,52.20000000,51.48000000,52.20000000,52.81700000,51.20000000,58.13700000
50.30000000,23.79300000,50.30000000,109.71000000,50.30000000,51.27600000,52.30000000,51.45600000,52.30000000,52.78000000,51.30000000,58.09800000
50.40000000,23.87800000,50.40000000,109.63000000,50.40000000,51.12800000,52.40000000,51.42900000,52.40000000,52.75300000,51.40000000,58.06800000
50.50000000,23.97700000,50.50000000,109.56000000,50.50000000,50.98600000,52.50000000,51.41000000,52.50000000,52.73500000,51.50000000,58.04300000
50.60000000,23.97700000,50.60000000,109.47000000,50.60000000,50.85500000,52.60000000,51.39200000,52.60000000,52.70300000,51.60000000,58.01700000
50.70000000,23.97800000,50.70000000,109.35000000,50.70000000,50.72100000,52.70000000,51.36500000,52.70000000,52.68300000,51.70000000,58.00100000
50.80000000,24.05200000,50.80000000,109.24000000,50.80000000,50.60800000,52.80000000,51.33500000,52.80000000,52.66500000,51.80000000,57.98000000
50.90000000,24.12500000,50.90000000,109.17000000,50.90000000,50.49100000,52.90000000,51.31400000,52.90000000,52.63500000,51.90000000,57.95800000
51.00000000,24.12300000,51.00000000,109.09000000,51.00000000,50.35600000,53.00000000,51.29800000,53.00000000,52.61600000,52.00000000,57.92300000
51.10000000,24.13100000,51.10000000,108.99000000,51.10000000,50.21700000,53.10000000,51.28700000,53.10000000,52.59000000,52.10000000,57.88800000
51.20000000,24.22400000,51.20000000,108.88000000,51.20000000,50.10500000,53.20000000,51.26800000,53.20000000,52.54100000,52.20000000,57.87000000
51.30000000,24.29900000,51.30000000,108.77000000,51.30000000,50.00300000,53.30000000,51.23600000,53.30000000,52.51500000,52.30000000,57.84900000
51.40000000,24.32900000,51.40000000,108.67000000,51.40000000,49.86900000,53.40000000,51.21300000,53.40000000,52.50200000,52.40000000,57.81400000
51.50000000,24.36900000,51.50000000,108.56000000,51.50000000,49.74500000,53.50000000,51.20100000,53.50000000,52.47000000,52.50000000,57.78900000
51.60000000,24.44400000,51.60000000,108.44000000,51.60000000,49.62300000,53.60000000,51.19600000,53.60000000,52.45800000,52.60000000,57.77300000
51.70000000,24.51700000,51.70000000,108.35000000,51.70000000,49.51200000,53.70000000,51.19600000,53.70000000,52.43200000,52.70000000,57.75700000
51.80000000,24.56800000,51.80000000,108.26000000,51.80000000,49.41800000,53.80000000,51.16700000,53.80000000,52.41000000,52.80000000,57.73100000
51.90000000,24.60500000,51.90000000,108.16000000,51.90000000,49.29600000,53.90000000,51.13400000,53.90000000,52.40200000,52.90000000,57.71100000
52.00000000,24.66300000,52.00000000,108.02000000,52.00000000,49.18100000,54.00000000,51.12600000,54.00000000,52.37300000,53.00000000,57.69200000
52.10000000,24.76500000,52.10000000,107.89000000,52.10000000,49.08700000,54.10000000,51.09700000,54.10000000,52.35100000,53.10000000,57.66300000
52.20000000,24.83200000,52.20000000,107.78000000,52.20000000,48.98500000,54.20000000,51.07100000,54.20000000,52.33600000,53.20000000,57.64400000
52.30000000,24.86500000,52.30000000,107.66000000,52.30000000,48.87700000,54.30000000,51.06200000,54.30000000,52.33200000,53.30000000,57.62000000
52.40000000,24.93200000,52.40000000,107.55000000,52.40000000,48.77200000,54.40000000,51.04800000,54.40000000,52.30900000,53.40000000,57.59100000
52.50000000,25.04400000,52.50000000,107.44000000,52.50000000,48.67300000,54.50000000,51.02800000,54.50000000,52.27400000,53.50000000,57.56400000
52.60000000,25.12500000,52.60000000,107.32000000,52.60000000,48.58800000,54.60000000,51.01100000,54.60000000,52.24500000,53.60000000,57.55400000
52.70000000,25.13500000,52.70000000,107.19000000,52.70000000,48.51000000,54.70000000,50.98100000,54.70000000,52.22800000,53.70000000,57.54000000
52.80000000,25.19500000,52.80000000,107.06000000,52.80000000,48.42700000,54.80000000,50.94200000,54.80000000,52.23400000,53.80000000,57.50700000
52.90000000,25.33100000,52.90000000,106.93000000,52.90000000,48.33100000,54.90000000,50.93400000,54.90000000,52.21700000,53.90000000,57.50000000
53.00000000,25.43600000,53.00000000,106.81000000,53.00000000,48.23200000,55.00000000,50.92200000,55.00000000,52.17500000,54.00000000,57.49100000
53.10000000,25.46300000,53.10000000,106.71000000,53.10000000,48.14500000,55.10000000,50.90100000,55.10000000,52.14300000,54.10000000,57.47300000
53.20000000,25.51600000,53.20000000,106.59000000,53.20000000,48.07000000,55.20000000,50.88800000,55.20000000,52.12700000,54.20000000,57.47000000
53.30000000,25.65800000,53.30000000,106.46000000,53.30000000,48.00100000,55.30000000,50.88300000,55.30000000,52.11900000,54.30000000,57.45500000
53.40000000,25.76500000,53.40000000,106.34000000,53.40000000,47.92300000,55.40000000,50.86900000,55.40000000,52.10700000,54.40000000,57.44100000
53.50000000,25.81000000,53.50000000,106.23000000,53.50000000,47.82400000,55.50000000,50.83500000,55.50000000,52.08400000,54.50000000,57.41700000
53.60000000,25.88900000,53.60000000,106.13000000,53.60000000,47.74300000,55.60000000,50.81500000,55.60000000,52.07000000,54.60000000,57.39200000
53.70000000,26.03000000,53.70000000,106.02000000,53.70000000,47.69300000,55.70000000,50.81000000,55.70000000,52.04900000,54.70000000,57.39500000
53.80000000,26.13300000,53.80000000,105.91000000,53.80000000,47.63100000,55.80000000,50.80200000,55.80000000,52.03200000,54.80000000,57.39200000
53.90000000,26.18800000,53.90000000,105.79000000,53.90000000,47.56100000,55.90000000,50.78800000,55.90000000,52.01600000,54.90000000,57.36800000
54.00000000,26.28600000,54.00000000,105.65000000,54.00000000,47.49500000,56.00000000,50.76400000,56.00000000,51.98500000,55.00000000,57.35000000
54.10000000,26.42000000,54.10000000,105.52000000,54.10000000,47.42000000,56.10000000,50.72400000,56.10000000,51.97100000,55.10000000,57.33600000
54.20000000,26.55500000,54.20000000,105.38000000,54.20000000,47.34900000,56.20000000,50.69500000,56.20000000,51.96500000,55.20000000,57.31700000
54.30000000,26.64700000,54.30000000,105.26000000,54.30000000,47.29300000,56.30000000,50.68400000,56.30000000,51.95400000,55.30000000,57.30400000
54.40000000,26.71600000,54.40000000,105.15000000,54.40000000,47.24200000,56.40000000,50.66300000,56.40000000,51.91400000,55.40000000,57.31000000
54.50000000,26.84000000,54.50000000,105.00000000,54.50000000,47.19200000,56.50000000,50.64400000,56.50000000,51.88700000,55.50000000,57.29300000
54.60000000,26.98500000,54.60000000,104.86000000,54.60000000,47.13600000,56.60000000,50.63800000,56.60000000,51.89000000,55.60000000,57.25800000
54.70000000,27.08600000,54.70000000,104.73000000,54.70000000,47.07600000,56.70000000,50.61400000,56.70000000,51.86900000,55.70000000,57.25900000
54.80000000,27.16200000,54.80000000,104.59000000,54.80000000,47.02900000,56.80000000,50.59400000,56.80000000,51.83700000,55.80000000,57.26400000
54.90000000,27.29000000,54.90000000,104.46000000,54.90000000,46.98500000,56.90000000,50.57700000,56.90000000,51.82000000,55.90000000,57.24800000
55.00000000,27.44800000,55.00000000,104.32000000,55.00000000,46.91500000,57.00000000,50.54300000,57.00000000,51.79900000,56.00000000,57.22600000
55.10000000,27.53700000,55.10000000,104.22000000,55.10000000,46.86500000,57.10000000,50.51500000,57.10000000,51.78300000,56.10000000,57.20800000
55.20000000,27.59500000,55.20000000,104.11000000,55.20000000,46.83800000,57.20000000,50.50000000,57.20000000,51.76400000,56.20000000,57.20200000
55.30000000,27.72200000,55.30000000,103.97000000,55.30000000,46.79000000,57.30000000,50.48300000,57.30000000,51.72400000,56.30000000,57.20700000
55.40000000,27.89800000,55.40000000,103.83000000,55.40000000,46.73800000,57.40000000,50.45400000,57.40000000,51.70500000,56.40000000,57.18400000
55.50000000,28.03000000,55.50000000,103.68000000,55.50000000,46.68600000,57.50000000,50.43800000,57.50000000,51.69300000,56.50000000,57.15100000
55.60000000,28.12900000,55.60000000,103.56000000,55.60000000,46.65600000,57.60000000,50.41600000,57.60000000,51.66500000,56.60000000,57.14300000
55.70000000,28.26900000,55.70000000,103.44000000,55.70000000,46.63900000,57.70000000,50.38100000,57.70000000,51.62500000,56.70000000,57.14900000
55.80000000,28.42300000,55.80000000,103.30000000,55.80000000,46.61300000,57.80000000,50.35700000,57.80000000,51.59500000,56.80000000,57.14800000
55.90000000,28.55500000,55.90000000,103.18000000,55.90000000,46.57500000,57.90000000,50.34700000,57.90000000,51.59000000,56.90000000,57.13300000
56.00000000,28.66000000,56.00000000,103.04000000,56.00000000,46.53700000,58.00000000,50.33300000,58.00000000,51.57700000,57.00000000,57.11600000
56.10000000,28.76900000,56.10000000,102.89000000,56.10000000,46.51900000,58.10000000,50.30300000,58.10000000,51.54700000,57.10000000,57.09800000
56.20000000,28.94700000,56.20000000,102.75000000,56.20000000,46.50000000,58.20000000,50.28500000,58.20000000,51.53700000,57.20000000,57.07400000
56.30000000,29.13100000,56.30000000,102.62000000,56.30000000,46.46200000,58.30000000,50.26300000,58.30000000,51.51500000,57.30000000,57.06300000
56.40000000,29.22500000,56.40000000,102.49000000,56.40000000,46.42000000,58.40000000,50.23200000,58.40000000,51.48100000,57.40000000,57.06300000
56.50000000,29.32100000,56.50000000,102.33000000,56.50000000,46.39500000,58.50000000,50.20700000,58.50000000,51.46200000,57.50000000,57.05300000
56.60000000,29.49600000,56.60000000,102.19000000,56.60000000,46.38500000,58.60000000,50.17500000,58.60000000,51.43500000,57.60000000,57.04100000
56.70000000,29.69200000,56.70000000,102.07000000,56.70000000,46.37100000,58.70000000,50.14600000,58.70000000,51.41100000,57.70000000,57.03000000
56.80000000,29.84400000,56.80000000,101.93000000,56.80000000,46.34400000,58.80000000,50.11600000,58.80000000,51.38400000,57.80000000,57.01500000
56.90000000,29.94600000,56.90000000,101.79000000,56.90000000,46.31600000,58.90000000,50.10800000,58.90000000,51.36600000,57.90000000,57.00400000
57.00000000,30.07500000,57.00000000,101.65000000,57.00000000,46.28400000,59.00000000,50.09500000,59.00000000,51.35100000,58.00000000,57.00400000
57.10000000,30.27100000,57.10000000,101.51000000,57.10000000,46.26700000,59.10000000,50.06300000,59.10000000,51.31200000,58.10000000,56.98800000
57.20000000,30.46300000,57.20000000,101.38000000,57.20000000,46.25900000,59.20000000,50.04100000,59.20000000,51.28700000,58.20000000,56.96600000
57.30000000,30.58700000,57.30000000,101.25000000,57.30000000,46.24800000,59.30000000,50.01500000,59.30000000,51.28400000,58.30000000,56.95000000
57.40000000,30.69100000,57.40000000,101.10000000,57.40000000,46.23700000,59.40000000,49.99600000,59.40000000,51.27600000,58.40000000,56.94000000
57.50000000,30.86700000,57.50000000,100.98000000,57.50000000,46.20900000,59.50000000,49.98200000,59.50000000,51.25300000,58.50000000,56.93200000
57.60000000,31.08800000,57.60000000,100.83000000,57.60000000,46.19500000,59.60000000,49.95500000,59.60000000,51.20900000,58.60000000,56.91500000
57.70000000,31.24900000,57.70000000,100.66000000,57.70000000,46.19000000,59.70000000,49.91500000,59.70000000,51.17700000,58.70000000,56.87500000
57.80000000,31.35500000,57.80000000,100.52000000,57.80000000,46.17000000,59.80000000,49.87700000,59.80000000,51.17000000,58.80000000,56.84400000
57.90000000,31.49300000,57.90000000,100.42000000,57.90000000,46.15200000,59.90000000,49.85100000,59.90000000,51.15300000,58.90000000,56.84300000
58.00000000,31.70100000,58.00000000,100.32000000,58.00000000,46.14400000,60.00000000,49.83200000,60.00000000,51.12600000,59.00000000,56.83200000
58.10000000,31.90700000,58.10000000,100.17000000,58.10000000,46.14600000,?,?,?,?,59.10000000,56.80900000
58.20000000,32.04900000,58.20000000,100.02000000,58.20000000,46.14100000,?,?,?,?,59.20000000,56.79300000
58.30000000,32.16500000,58.30000000,99.89000000,58.30000000,46.10600000,?,?,?,?,59.30000000,56.77600000
58.40000000,32.35000000,58.40000000,99.78100000,58.40000000,46.08000000,?,?,?,?,59.40000000,56.76200000
58.50000000,32.59900000,58.50000000,99.65500000,58.50000000,46.09100000,?,?,?,?,59.50000000,56.75400000
58.60000000,32.78600000,58.60000000,99.51100000,58.60000000,46.09600000,?,?,?,?,59.60000000,56.73300000
58.70000000,32.91000000,58.70000000,99.37400000,58.70000000,46.07100000,?,?,?,?,59.70000000,56.70700000
58.80000000,33.07800000,58.80000000,99.23900000,58.80000000,46.03700000,?,?,?,?,59.80000000,56.68300000
58.90000000,33.28800000,58.90000000,99.10000000,58.90000000,46.03900000,?,?,?,?,59.90000000,56.67900000
59.00000000,33.50300000,59.00000000,98.96700000,59.00000000,46.04000000,?,?,?,?,60.00000000,56.67700000
59.10000000,33.68200000,59.10000000,98.86200000,59.10000000,46.02100000,?,?,?,?,?,?
59.20000000,33.82400000,59.20000000,98.74300000,59.20000000,46.00100000,?,?,?,?,?,?
59.30000000,34.02000000,59.30000000,98.59900000,59.30000000,45.98100000,?,?,?,?,?,?
59.40000000,34.25600000,59.40000000,98.46700000,59.40000000,45.97700000,?,?,?,?,?,?
59.50000000,34.45600000,59.50000000,98.32900000,59.50000000,45.96200000,?,?,?,?,?,?
59.60000000,34.62500000,59.60000000,98.19700000,59.60000000,45.94500000,?,?,?,?,?,?
59.70000000,34.78600000,59.70000000,98.08200000,59.70000000,45.92700000,?,?,?,?,?,?
59.80000000,35.00300000,59.80000000,97.96900000,59.80000000,45.92900000,?,?,?,?,?,?
59.90000000,35.25000000,59.90000000,97.85100000,59.90000000,45.93500000,?,?,?,?,?,?
60.00000000,35.44000000,60.00000000,97.71000000,60.00000000,45.92200000,?,?,?,?,?,?
